"hand_breadth","hand_circumference","hand_length","Gender","Weight","Height"
"83","202","175","Male","71.21","170.18"
"89","209","209","Male","78.47","190.5"
"85","204","179","Male","77.11","165.1"
"95","232","197","Male","115.67","177.8"
"96","220","203","Male","112.04","187.96"
"90","218","196","Male","89.81","180.34"
"88","220","206","Male","103.42","182.88"
"87","213","188","Male","68.04","165.1"
"97","234","195","Male","87.54","172.72"
"86","209","193","Male","87.54","167.64"
"94","234","204","Male","92.08","175.26"
"92","221","194","Male","78.02","175.26"
"81","202","185","Male","79.38","170.18"
"83","204","184","Male","71.67","175.26"
"88","217","214","Male","86.18","190.5"
"88","203","188","Male","81.65","180.34"
"86","217","195","Male","79.38","182.88"
"88","223","195","Male","97.52","175.26"
"83","204","194","Male","90.72","187.96"
"90","216","200","Male","92.08","167.64"
"94","226","210","Male","97.52","195.58"
"89","205","202","Male","83.91","177.8"
"89","211","203","Male","72.57","180.34"
"93","217","192","Male","81.65","175.26"
"98","232","201","Male","70.76","177.8"
"93","219","187","Male","82.55","172.72"
"86","206","192","Male","63.5","177.8"
"84","211","194","Male","83.91","180.34"
"95","225","200","Male","90.72","177.8"
"83","196","184","Male","58.06","167.64"
"83","197","175","Male","61.23","160.02"
"87","209","188","Male","83.01","172.72"
"91","220","191","Male","81.65","182.88"
"85","213","186","Male","93.89","187.96"
"84","202","195","Male","104.33","175.26"
"88","215","194","Male","102.06","177.8"
"92","224","203","Male","136.08","182.88"
"79","206","184","Male","88.45","172.72"
"86","202","194","Male","74.84","182.88"
"84","200","203","Male","83.91","175.26"
"91","221","209","Male","79.38","185.42"
"88","216","201","Male","102.06","175.26"
"94","228","206","Male","90.72","182.88"
"87","214","191","Male","91.17","172.72"
"89","218","197","Male","96.16","187.96"
"84","210","177","Male","69.4","162.56"
"78","192","179","Male","73.48","180.34"
"87","209","189","Male","90.72","180.34"
"93","220","204","Male","79.83","180.34"
"94","222","214","Male","93.44","180.34"
"88","223","203","Male","81.65","193.04"
"87","201","185","Male","65.77","180.34"
"84","203","176","Male","74.39","165.1"
"82","197","188","Male","77.11","172.72"
"79","195","183","Male","88.45","167.64"
"88","217","199","Male","90.72","180.34"
"92","220","187","Male","83.46","175.26"
"93","224","196","Male","106.14","182.88"
"86","210","192","Male","68.04","177.8"
"94","221","209","Male","95.25","187.96"
"92","230","209","Male","104.33","185.42"
"89","217","203","Male","95.25","185.42"
"101","241","215","Male","113.4","182.88"
"85","205","187","Male","72.57","165.1"
"92","219","197","Male","95.25","177.8"
"89","214","199","Male","88.45","175.26"
"87","214","192","Male","81.65","175.26"
"85","210","193","Male","83.91","177.8"
"82","196","192","Male","70.31","175.26"
"88","215","192","Male","97.52","180.34"
"84","203","203","Male","76.2","167.64"
"92","221","195","Male","116.12","182.88"
"88","207","192","Male","74.84","175.26"
"88","214","195","Male","92.99","182.88"
"92","217","196","Male","90.72","190.5"
"92","216","193","Male","86.18","175.26"
"88","216","201","Male","102.06","180.34"
"84","208","193","Male","79.38","182.88"
"88","212","175","Male","63.5","175.26"
"85","207","190","Male","98.43","177.8"
"85","202","191","Male","81.65","185.42"
"84","198","178","Male","68.04","175.26"
"100","241","196","Male","106.59","180.34"
"91","223","205","Male","75.75","170.18"
"88","218","205","Male","86.18","180.34"
"86","210","190","Male","89.81","172.72"
"87","215","203","Male","81.65","185.42"
"91","226","197","Male","102.06","185.42"
"88","217","194","Male","92.99","187.96"
"88","212","178","Male","69.85","162.56"
"92","217","203","Male","69.85","175.26"
"91","217","190","Male","70.76","177.8"
"85","201","190","Male","67.13","180.34"
"85","203","186","Male","81.65","170.18"
"85","205","183","Male","66.22","165.1"
"92","224","191","Male","90.72","177.8"
"87","209","202","Male","73.94","190.5"
"88","210","198","Male","68.04","177.8"
"93","222","191","Male","104.33","182.88"
"88","206","191","Male","81.65","180.34"
"96","229","210","Male","127.01","193.04"
"89","213","196","Male","82.1","172.72"
"87","207","186","Male","70.31","165.1"
"98","231","214","Male","112.49","190.5"
"83","200","182","Male","78.47","170.18"
"86","207","182","Male","75.75","167.64"
"85","209","197","Male","72.57","180.34"
"93","223","204","Male","83.91","175.26"
"86","205","183","Male","83.91","170.18"
"85","202","184","Male","61.23","170.18"
"93","220","201","Male","95.25","175.26"
"87","202","195","Male","88.45","172.72"
"82","201","184","Male","74.84","172.72"
"88","205","198","Male","99.79","193.04"
"83","201","180","Male","89.36","172.72"
"90","214","189","Male","104.33","170.18"
"88","217","194","Male","113.4","180.34"
"90","217","191","Male","85.28","175.26"
"91","215","210","Male","88.45","182.88"
"97","231","229","Male","102.06","190.5"
"92","217","201","Male","82.55","182.88"
"94","227","208","Male","124.74","187.96"
"87","208","189","Male","70.31","175.26"
"91","218","194","Male","72.57","175.26"
"88","211","192","Male","93.89","167.64"
"92","217","181","Male","74.84","172.72"
"87","214","180","Male","104.33","172.72"
"93","221","194","Male","89.81","177.8"
"86","202","190","Male","68.04","185.42"
"87","208","193","Male","92.53","177.8"
"94","223","200","Male","106.59","187.96"
"88","212","191","Male","108.86","180.34"
"87","207","200","Male","74.84","172.72"
"92","220","192","Male","95.25","172.72"
"85","207","178","Male","75.75","165.1"
"87","216","177","Male","83.01","167.64"
"90","218","203","Male","102.06","185.42"
"87","215","191","Male","92.99","185.42"
"89","217","196","Male","89.81","177.8"
"90","216","196","Male","104.33","187.96"
"89","220","198","Male","79.83","175.26"
"82","199","181","Male","63.5","172.72"
"94","230","192","Male","90.72","175.26"
"84","202","190","Male","65.77","167.64"
"82","204","197","Male","70.31","172.72"
"89","217","194","Male","77.56","177.8"
"88","213","197","Male","67.59","172.72"
"88","214","185","Male","86.18","180.34"
"88","215","194","Male","81.65","175.26"
"96","235","212","Male","136.08","195.58"
"84","204","193","Male","88.45","180.34"
"80","194","190","Male","64.41","172.72"
"94","226","204","Male","72.57","185.42"
"84","210","200","Male","81.65","180.34"
"93","221","207","Male","81.65","185.42"
"90","218","197","Male","104.33","182.88"
"87","222","204","Male","115.67","182.88"
"87","214","190","Male","80.74","175.26"
"89","223","205","Male","95.71","172.72"
"88","217","201","Male","104.33","185.42"
"84","207","180","Male","85.28","167.64"
"91","220","197","Male","88.45","172.72"
"102","244","215","Male","117.93","190.5"
"84","200","184","Male","73.48","167.64"
"92","217","203","Male","77.11","185.42"
"87","207","190","Male","77.11","170.18"
"86","212","200","Male","95.25","182.88"
"90","217","201","Male","103.42","182.88"
"96","227","219","Male","83.01","180.34"
"90","221","193","Male","90.72","182.88"
"90","216","204","Male","69.4","182.88"
"85","208","190","Male","97.07","165.1"
"87","208","194","Male","83.46","167.64"
"87","213","194","Male","90.72","177.8"
"89","215","193","Male","95.25","175.26"
"96","237","213","Male","104.78","187.96"
"88","217","202","Male","99.79","182.88"
"83","210","202","Male","98.88","182.88"
"89","208","204","Male","70.31","175.26"
"82","197","176","Male","70.31","172.72"
"90","218","204","Male","97.52","180.34"
"87","223","194","Male","96.62","172.72"
"86","211","195","Male","60.78","170.18"
"88","212","189","Male","85.73","177.8"
"90","224","194","Male","97.52","185.42"
"91","218","198","Male","81.65","180.34"
"83","201","190","Male","70.76","182.88"
"84","205","200","Male","97.52","185.42"
"86","205","201","Male","86.18","185.42"
"94","224","196","Male","70.31","175.26"
"90","222","204","Male","81.65","185.42"
"87","210","200","Male","90.72","172.72"
"94","220","215","Male","88.45","187.96"
"88","217","197","Male","88.45","165.1"
"87","208","185","Male","92.99","172.72"
"86","207","190","Male","70.31","185.42"
"85","209","183","Male","84.82","177.8"
"86","208","177","Male","81.65","167.64"
"98","232","206","Male","86.18","185.42"
"85","208","202","Male","83.46","177.8"
"86","214","197","Male","86.18","175.26"
"95","220","220","Male","95.25","195.58"
"93","227","218","Male","83.91","193.04"
"90","216","195","Male","87.54","172.72"
"84","213","200","Male","108.86","180.34"
"77","190","184","Male","62.14","167.64"
"103","247","225","Male","117.93","187.96"
"86","214","198","Male","98.43","175.26"
"86","209","199","Male","79.38","177.8"
"82","200","198","Male","82.1","187.96"
"84","207","197","Male","86.18","177.8"
"100","236","216","Male","111.13","190.5"
"94","226","197","Male","88.45","182.88"
"88","213","204","Male","102.06","195.58"
"92","220","210","Male","120.2","193.04"
"85","211","190","Male","77.11","182.88"
"92","219","194","Male","113.4","177.8"
"89","220","190","Male","84.82","167.64"
"89","212","193","Male","77.11","172.72"
"90","223","198","Male","81.65","182.88"
"87","212","202","Male","85.28","180.34"
"91","218","196","Male","92.99","177.8"
"99","236","206","Male","95.25","182.88"
"86","203","199","Male","66.68","170.18"
"87","209","200","Male","78.02","182.88"
"94","227","200","Male","122.47","177.8"
"88","217","207","Male","90.72","190.5"
"89","222","208","Male","104.33","185.42"
"83","213","186","Male","79.38","175.26"
"97","226","205","Male","90.72","177.8"
"87","205","190","Male","95.71","175.26"
"85","213","185","Male","74.84","170.18"
"89","214","205","Male","79.38","175.26"
"97","234","213","Male","97.52","182.88"
"97","232","208","Male","113.4","190.5"
"96","233","203","Male","95.25","180.34"
"80","190","187","Male","65.77","175.26"
"90","213","188","Male","74.84","170.18"
"94","231","197","Male","87.54","182.88"
"84","208","180","Male","87.09","170.18"
"87","210","196","Male","61.23","170.18"
"88","213","185","Male","102.06","182.88"
"92","217","195","Male","81.65","180.34"
"90","213","208","Male","72.57","180.34"
"88","212","197","Male","90.72","182.88"
"80","198","190","Male","58.97","180.34"
"87","208","190","Male","97.52","177.8"
"86","204","195","Male","85.73","185.42"
"93","221","202","Male","80.74","187.96"
"84","207","206","Male","79.38","175.26"
"95","231","209","Male","88","180.34"
"90","213","188","Male","68.04","172.72"
"89","213","189","Male","97.52","170.18"
"94","230","213","Male","88.45","190.5"
"83","197","183","Male","63.5","172.72"
"89","209","195","Male","75.75","175.26"
"87","206","193","Male","81.65","180.34"
"83","206","188","Male","70.31","177.8"
"88","206","203","Male","93.89","190.5"
"93","226","196","Male","97.52","177.8"
"88","214","204","Male","88.45","190.5"
"89","212","205","Male","88.45","187.96"
"89","215","187","Male","74.84","172.72"
"84","210","204","Male","102.97","185.42"
"89","214","193","Male","88.45","172.72"
"88","208","187","Male","68.95","180.34"
"88","204","188","Male","62.6","177.8"
"83","200","180","Male","72.57","165.1"
"80","191","178","Male","61.23","160.02"
"92","217","206","Male","115.67","190.5"
"81","193","180","Male","61.23","172.72"
"89","210","190","Male","82.55","175.26"
"89","210","195","Male","81.65","172.72"
"89","220","194","Male","90.72","172.72"
"82","200","199","Male","68.95","185.42"
"90","212","192","Male","99.79","185.42"
"89","221","203","Male","84.37","185.42"
"89","221","203","Male","104.33","185.42"
"85","213","185","Male","70.31","172.72"
"88","214","194","Male","83.91","175.26"
"88","206","190","Male","72.57","177.8"
"91","229","208","Male","79.38","182.88"
"91","214","200","Male","83.91","175.26"
"92","223","193","Male","81.65","177.8"
"89","209","203","Male","90.72","185.42"
"88","205","195","Male","89.36","180.34"
"88","213","189","Male","80.74","177.8"
"90","220","216","Male","79.38","180.34"
"87","213","195","Male","90.72","182.88"
"88","208","188","Male","81.65","165.1"
"88","214","205","Male","70.31","180.34"
"93","227","215","Male","72.57","175.26"
"93","221","198","Male","98.43","175.26"
"85","211","197","Male","68.04","177.8"
"80","200","183","Male","82.55","175.26"
"91","221","195","Male","100.7","180.34"
"93","228","205","Male","88.45","187.96"
"94","224","200","Male","86.18","182.88"
"87","212","207","Male","63.5","177.8"
"88","217","188","Male","72.57","175.26"
"89","215","180","Male","83.91","175.26"
"87","208","172","Male","62.14","162.56"
"81","192","189","Male","71.67","170.18"
"88","222","197","Male","88.45","185.42"
"86","212","194","Male","87.09","177.8"
"91","216","199","Male","81.65","170.18"
"88","211","190","Male","79.38","180.34"
"94","226","232","Male","117.93","190.5"
"91","227","207","Male","88.45","185.42"
"84","207","204","Male","74.84","177.8"
"90","213","203","Male","74.84","180.34"
"93","218","183","Male","95.25","175.26"
"88","212","186","Male","58.06","167.64"
"92","226","202","Male","90.72","177.8"
"88","217","200","Male","77.11","182.88"
"86","202","192","Male","74.84","170.18"
"81","198","188","Male","65.77","175.26"
"87","210","186","Male","83.91","175.26"
"83","197","174","Male","58.97","167.64"
"87","213","195","Male","95.25","175.26"
"93","222","195","Male","86.18","182.88"
"94","236","206","Male","95.25","182.88"
"102","238","197","Male","91.63","185.42"
"87","209","196","Male","68.04","185.42"
"86","208","173","Male","57.15","170.18"
"88","217","191","Male","81.65","185.42"
"95","224","201","Male","83.91","185.42"
"89","209","197","Male","95.25","177.8"
"88","212","200","Male","88.45","185.42"
"89","222","206","Male","90.72","182.88"
"102","244","216","Male","122.47","190.5"
"95","231","214","Male","99.79","177.8"
"87","214","200","Male","72.57","182.88"
"90","215","203","Male","81.65","170.18"
"90","213","201","Male","96.16","182.88"
"84","195","185","Male","78.93","172.72"
"88","208","188","Male","81.65","170.18"
"94","222","188","Male","70.76","170.18"
"90","214","200","Male","74.84","175.26"
"90","227","206","Male","86.18","187.96"
"90","222","211","Male","113.4","180.34"
"96","229","203","Male","108.86","182.88"
"89","210","206","Male","107.05","182.88"
"86","216","207","Male","81.65","182.88"
"88","213","186","Male","81.19","175.26"
"88","207","190","Male","107.05","180.34"
"89","214","188","Male","71.67","175.26"
"84","199","192","Male","90.72","182.88"
"94","222","205","Male","115.67","190.5"
"97","235","215","Male","122.47","193.04"
"87","206","186","Male","63.5","167.64"
"99","237","214","Male","127.01","195.58"
"96","236","206","Male","99.79","185.42"
"92","219","210","Male","90.72","177.8"
"93","227","210","Male","99.79","152.4"
"87","215","194","Male","81.65","170.18"
"94","220","197","Male","77.11","182.88"
"93","226","200","Male","94.8","177.8"
"93","218","189","Male","78.02","175.26"
"88","211","184","Male","82.55","165.1"
"95","236","200","Male","97.07","175.26"
"91","215","194","Male","74.84","172.72"
"95","230","211","Male","106.59","185.42"
"89","220","200","Male","88.45","175.26"
"88","217","199","Male","80.74","175.26"
"89","217","200","Male","102.06","185.42"
"91","222","204","Male","95.25","177.8"
"85","200","194","Male","58.06","172.72"
"95","230","205","Male","88.45","177.8"
"94","219","206","Male","93.44","180.34"
"92","217","190","Male","78.02","175.26"
"83","203","200","Male","79.38","175.26"
"85","201","181","Male","88.45","170.18"
"89","221","199","Male","104.33","185.42"
"87","207","206","Male","86.18","175.26"
"89","217","194","Male","95.25","187.96"
"86","213","197","Male","79.38","172.72"
"92","222","198","Male","83.91","172.72"
"86","204","200","Male","74.39","175.26"
"90","214","208","Male","79.38","177.8"
"90","217","193","Male","95.25","177.8"
"94","231","198","Male","88.45","180.34"
"98","241","225","Male","111.13","198.12"
"90","215","204","Male","97.52","187.96"
"81","197","190","Male","71.21","170.18"
"84","204","195","Male","70.31","170.18"
"91","225","198","Male","90.72","177.8"
"84","202","200","Male","77.11","185.42"
"90","223","188","Male","86.18","172.72"
"88","216","185","Male","67.13","167.64"
"87","213","194","Male","90.72","175.26"
"89","218","200","Male","107.95","170.18"
"90","216","180","Male","89.81","157.48"
"93","222","187","Male","90.72","175.26"
"97","237","217","Male","104.33","193.04"
"88","208","192","Male","68.04","170.18"
"92","222","206","Male","113.4","187.96"
"91","222","187","Male","89.81","167.64"
"90","211","196","Male","72.57","177.8"
"93","223","212","Male","98.43","193.04"
"84","207","193","Male","77.11","172.72"
"86","212","191","Male","90.72","177.8"
"94","224","195","Male","97.52","172.72"
"87","217","180","Male","92.99","175.26"
"83","200","191","Male","90.72","180.34"
"85","208","188","Male","84.37","187.96"
"90","227","185","Male","84.37","177.8"
"93","227","203","Male","104.33","180.34"
"82","196","174","Male","62.6","157.48"
"83","203","172","Male","63.5","203.2"
"92","220","205","Male","108.86","177.8"
"90","220","195","Male","76.2","175.26"
"87","218","195","Male","92.08","182.88"
"94","233","202","Male","82.55","185.42"
"90","219","203","Male","81.65","180.34"
"88","207","188","Male","76.2","177.8"
"85","206","192","Male","90.72","175.26"
"92","229","188","Male","90.72","175.26"
"91","220","196","Male","68.04","175.26"
"87","212","187","Male","68.04","170.18"
"89","211","186","Male","88","167.64"
"90","214","195","Male","104.33","175.26"
"94","227","203","Male","102.06","185.42"
"95","232","195","Male","113.4","187.96"
"93","220","194","Male","111.13","175.26"
"93","226","197","Male","81.65","175.26"
"84","197","182","Male","67.13","170.18"
"89","217","196","Male","82.1","175.26"
"88","209","196","Male","79.38","187.96"
"94","218","181","Male","72.57","172.72"
"78","192","167","Male","58.97","165.1"
"81","203","190","Male","81.65","172.72"
"84","209","183","Male","86.18","177.8"
"96","242","203","Male","115.67","182.88"
"88","220","195","Male","102.06","177.8"
"89","223","193","Male","99.79","180.34"
"92","221","200","Male","92.99","177.8"
"91","224","200","Male","92.53","182.88"
"92","230","205","Male","87.09","182.88"
"94","226","214","Male","97.52","185.42"
"90","218","207","Male","89.81","190.5"
"92","228","205","Male","102.06","185.42"
"85","216","193","Male","92.53","167.64"
"91","221","202","Male","79.38","180.34"
"89","221","195","Male","86.18","182.88"
"91","219","194","Male","106.59","177.8"
"87","214","183","Male","70.31","160.02"
"87","218","203","Male","95.25","180.34"
"83","193","198","Male","70.31","175.26"
"90","213","190","Male","85.28","172.72"
"85","213","199","Male","63.5","172.72"
"81","204","194","Male","61.23","180.34"
"88","213","202","Male","99.79","187.96"
"92","225","203","Male","84.82","182.88"
"87","212","200","Male","81.65","182.88"
"88","217","202","Male","97.52","177.8"
"81","207","197","Male","76.66","177.8"
"88","217","202","Male","77.11","175.26"
"87","213","194","Male","72.57","172.72"
"78","188","177","Male","61.69","160.02"
"93","222","197","Male","86.18","193.04"
"87","207","205","Male","62.14","180.34"
"87","211","195","Male","68.04","177.8"
"88","221","194","Male","74.84","180.34"
"93","227","195","Male","100.24","172.72"
"87","204","197","Male","62.14","180.34"
"85","202","182","Male","77.11","175.26"
"84","205","205","Male","71.21","177.8"
"94","225","197","Male","86.18","182.88"
"85","211","181","Male","77.11","162.56"
"87","211","180","Male","86.18","177.8"
"87","212","204","Male","127.01","195.58"
"78","190","177","Male","63.5","170.18"
"82","194","187","Male","61.69","182.88"
"87","212","188","Male","106.59","187.96"
"88","217","187","Male","115.67","182.88"
"92","228","188","Male","92.53","175.26"
"88","212","185","Male","73.03","170.18"
"91","221","199","Male","86.18","187.96"
"86","208","178","Male","72.57","167.64"
"83","208","180","Male","77.11","167.64"
"89","213","207","Male","86.18","180.34"
"88","209","190","Male","72.57","177.8"
"91","217","190","Male","81.65","172.72"
"88","213","182","Male","98.88","175.26"
"84","207","183","Male","65.77","167.64"
"91","222","200","Male","93.44","177.8"
"90","218","200","Male","72.57","190.5"
"90","216","203","Male","88.45","170.18"
"88","221","196","Male","81.65","187.96"
"89","215","195","Male","108.86","170.18"
"90","213","184","Male","90.72","175.26"
"85","209","185","Male","74.84","185.42"
"83","199","188","Male","67.13","167.64"
"87","217","204","Male","97.52","190.5"
"85","201","189","Male","74.84","177.8"
"84","207","190","Male","80.29","182.88"
"87","207","201","Male","61.23","175.26"
"79","190","173","Male","68.04","165.1"
"87","209","184","Male","72.57","165.1"
"95","225","194","Male","86.18","170.18"
"82","202","178","Male","90.72","172.72"
"86","214","180","Male","83.91","180.34"
"88","214","195","Male","79.38","177.8"
"95","227","187","Male","99.79","175.26"
"87","213","200","Male","95.25","177.8"
"87","212","183","Male","101.15","175.26"
"82","200","196","Male","77.11","180.34"
"91","220","200","Male","95.25","177.8"
"91","222","201","Male","124.74","182.88"
"94","227","197","Male","80.74","175.26"
"89","213","200","Male","86.18","182.88"
"91","220","189","Male","113.85","177.8"
"88","220","194","Male","92.08","177.8"
"87","208","194","Male","79.38","172.72"
"85","207","195","Male","79.38","172.72"
"96","231","190","Male","99.79","170.18"
"88","208","197","Male","97.07","172.72"
"93","225","210","Male","90.72","185.42"
"90","215","189","Male","88.9","177.8"
"89","222","200","Male","99.79","180.34"
"94","230","190","Male","81.65","177.8"
"80","200","177","Male","73.94","165.1"
"88","216","195","Male","81.65","182.88"
"93","231","200","Male","108.86","175.26"
"92","227","187","Male","127.01","180.34"
"96","230","198","Male","104.33","193.04"
"80","204","179","Male","70.31","175.26"
"87","208","185","Male","65.77","165.1"
"97","235","200","Male","127.01","177.8"
"88","212","194","Male","95.25","177.8"
"92","220","191","Male","77.11","185.42"
"91","222","198","Male","83.91","187.96"
"91","217","204","Male","87.09","190.5"
"84","204","179","Male","83.46","170.18"
"90","214","190","Male","82.55","177.8"
"84","207","182","Male","63.05","172.72"
"89","214","187","Male","83.91","175.26"
"87","214","208","Male","73.03","177.8"
"90","217","196","Male","87.54","175.26"
"88","217","194","Male","106.59","177.8"
"81","203","184","Male","72.57","170.18"
"87","211","197","Male","70.31","175.26"
"94","225","199","Male","113.4","180.34"
"76","190","174","Male","57.61","165.1"
"91","221","176","Male","70.31","167.64"
"92","223","202","Male","100.7","177.8"
"87","209","190","Male","80.74","187.96"
"94","225","205","Male","90.72","177.8"
"90","215","200","Male","86.18","185.42"
"88","210","183","Male","82.55","167.64"
"94","231","198","Male","90.72","180.34"
"87","214","191","Male","88.45","177.8"
"91","214","195","Male","97.52","172.72"
"83","197","177","Male","67.13","167.64"
"90","215","185","Male","77.11","170.18"
"87","208","194","Male","83.91","167.64"
"90","215","204","Male","74.84","190.5"
"90","217","205","Male","74.84","177.8"
"81","196","186","Male","72.57","172.72"
"86","213","192","Male","81.65","177.8"
"87","215","179","Male","95.25","175.26"
"78","192","181","Male","64.86","165.1"
"93","223","196","Male","88.45","175.26"
"95","227","205","Male","88.45","180.34"
"94","226","194","Male","136.08","190.5"
"89","215","194","Male","102.06","185.42"
"77","187","173","Male","61.23","167.64"
"89","213","204","Male","81.65","182.88"
"90","220","194","Male","88.45","185.42"
"99","237","201","Male","89.81","177.8"
"92","216","196","Male","84.37","187.96"
"88","212","197","Male","102.06","182.88"
"87","210","195","Male","91.17","177.8"
"85","208","204","Male","74.84","182.88"
"87","212","190","Male","78.02","177.8"
"88","210","195","Male","79.38","185.42"
"87","210","189","Male","83.91","180.34"
"92","222","218","Male","99.79","187.96"
"87","206","177","Male","68.04","170.18"
"93","223","214","Male","70.31","180.34"
"86","204","194","Male","83.91","180.34"
"90","217","198","Male","111.58","187.96"
"85","206","190","Male","81.19","177.8"
"89","215","196","Male","74.84","177.8"
"84","206","204","Male","72.57","182.88"
"95","225","198","Male","71.21","175.26"
"85","215","195","Male","90.72","200.66"
"88","217","211","Male","97.52","177.8"
"96","224","206","Male","81.65","177.8"
"87","217","205","Male","80.74","177.8"
"95","228","197","Male","80.29","177.8"
"89","214","187","Male","81.65","167.64"
"79","197","178","Male","77.11","167.64"
"85","206","195","Male","74.84","170.18"
"94","225","191","Male","95.25","180.34"
"89","212","189","Male","86.18","167.64"
"84","204","186","Male","89.81","177.8"
"83","208","183","Male","102.06","177.8"
"87","211","193","Male","124.74","177.8"
"83","211","186","Male","102.06","180.34"
"97","235","204","Male","104.33","180.34"
"86","215","196","Male","89.81","170.18"
"95","227","223","Male","116.57","198.12"
"97","233","201","Male","126.55","185.42"
"90","216","193","Male","95.25","182.88"
"84","207","201","Male","74.84","175.26"
"89","214","170","Male","67.13","162.56"
"87","221","180","Male","72.57","167.64"
"84","213","185","Male","79.38","167.64"
"85","212","193","Male","83.91","180.34"
"86","207","188","Male","74.84","177.8"
"83","212","190","Male","90.72","170.18"
"85","207","204","Male","79.38","182.88"
"91","219","201","Male","92.99","177.8"
"91","217","200","Male","106.14","185.42"
"91","218","206","Male","93.44","187.96"
"81","198","184","Male","68.04","170.18"
"95","228","202","Male","96.16","182.88"
"87","207","190","Male","68.04","177.8"
"83","203","188","Male","92.99","177.8"
"93","218","198","Male","88.9","187.96"
"88","208","183","Male","77.11","167.64"
"86","211","196","Male","80.29","165.1"
"93","227","198","Male","107.05","180.34"
"85","207","192","Male","97.52","177.8"
"90","220","200","Male","88","180.34"
"90","214","197","Male","77.11","177.8"
"84","208","188","Male","81.65","182.88"
"86","204","176","Male","69.4","162.56"
"86","205","193","Male","81.65","175.26"
"87","215","191","Male","88.45","167.64"
"93","220","208","Male","89.81","182.88"
"85","201","194","Male","77.11","180.34"
"87","210","200","Male","77.11","175.26"
"87","213","190","Male","92.99","182.88"
"84","207","186","Male","70.31","175.26"
"95","225","205","Male","92.08","182.88"
"90","215","200","Male","108.86","187.96"
"89","208","197","Male","68.04","175.26"
"87","214","198","Male","109.77","177.8"
"90","221","208","Male","88.45","172.72"
"84","197","175","Male","65.77","162.56"
"85","208","190","Male","63.96","172.72"
"87","207","195","Male","72.57","177.8"
"86","212","190","Male","92.08","182.88"
"87","203","197","Male","70.31","182.88"
"94","227","195","Male","92.99","182.88"
"83","198","196","Male","65.32","177.8"
"96","229","210","Male","102.06","187.96"
"90","221","197","Male","74.84","187.96"
"93","217","202","Male","88.45","190.5"
"84","204","183","Male","68.04","162.56"
"83","200","179","Male","65.77","170.18"
"84","203","188","Male","68.04","165.1"
"86","205","198","Male","63.5","175.26"
"89","213","183","Male","69.4","177.8"
"85","206","186","Male","70.31","167.64"
"88","217","195","Male","90.72","175.26"
"87","217","184","Male","78.47","167.64"
"88","216","196","Male","86.18","182.88"
"85","203","192","Male","99.79","170.18"
"88","210","194","Male","91.63","182.88"
"93","216","197","Male","79.38","175.26"
"82","198","176","Male","73.94","162.56"
"89","208","202","Male","83.91","187.96"
"91","221","196","Male","83.91","182.88"
"84","207","183","Male","88.45","167.64"
"87","212","194","Male","83.91","190.5"
"90","219","208","Male","99.79","185.42"
"90","212","164","Male","81.65","167.64"
"88","205","198","Male","83.91","205.74"
"93","225","205","Male","93.44","180.34"
"102","242","215","Male","122.47","198.12"
"87","205","193","Male","79.38","175.26"
"88","210","177","Male","63.5","170.18"
"86","207","177","Male","83.01","162.56"
"93","224","218","Male","127.01","187.96"
"80","193","175","Male","69.85","162.56"
"90","220","200","Male","97.52","175.26"
"93","222","191","Male","110.68","172.72"
"87","207","192","Male","77.11","177.8"
"82","197","183","Male","58.97","167.64"
"88","214","194","Male","99.79","180.34"
"84","204","178","Male","74.39","172.72"
"84","200","180","Male","78.47","172.72"
"92","218","190","Male","79.38","172.72"
"86","207","178","Male","104.33","177.8"
"84","208","172","Male","86.18","170.18"
"88","208","187","Male","94.35","177.8"
"81","204","194","Male","86.18","177.8"
"86","205","179","Male","82.1","170.18"
"86","206","195","Male","83.46","175.26"
"83","203","187","Male","72.57","185.42"
"86","204","202","Male","98.43","175.26"
"84","201","188","Male","76.2","177.8"
"93","225","197","Male","113.4","180.34"
"84","203","179","Male","68.04","167.64"
"93","220","190","Male","89.36","172.72"
"86","205","198","Male","86.18","175.26"
"87","207","188","Male","70.31","177.8"
"91","224","191","Male","81.65","172.72"
"92","218","191","Male","73.48","177.8"
"85","212","206","Male","87.54","185.42"
"94","222","201","Male","96.62","185.42"
"84","211","205","Male","83.91","180.34"
"84","208","187","Male","77.11","167.64"
"90","213","181","Male","74.84","175.26"
"91","216","196","Male","77.11","172.72"
"85","206","200","Male","72.57","172.72"
"88","207","186","Male","63.96","167.64"
"86","207","206","Male","74.84","177.8"
"86","211","186","Male","72.57","170.18"
"89","213","183","Male","77.11","170.18"
"88","212","192","Male","86.18","180.34"
"96","234","190","Male","101.15","175.26"
"91","217","188","Male","83.91","170.18"
"86","217","202","Male","81.65","182.88"
"84","207","195","Male","82.1","185.42"
"85","211","202","Male","117.93","185.42"
"90","221","212","Male","97.52","195.58"
"84","204","190","Male","65.77","180.34"
"88","211","184","Male","88.45","175.26"
"87","202","190","Male","77.11","172.72"
"82","196","195","Male","63.05","172.72"
"88","218","180","Male","72.57","170.18"
"88","208","199","Male","65.77","177.8"
"86","211","209","Male","70.76","195.58"
"90","217","212","Male","88.45","182.88"
"92","218","198","Male","78.93","180.34"
"85","210","197","Male","72.57","180.34"
"85","205","197","Male","71.67","180.34"
"88","206","195","Male","65.77","175.26"
"86","203","201","Male","81.65","182.88"
"87","203","192","Male","74.84","182.88"
